tool_id,name,url,organisations,partners,developers,donors,typologies,keywords,descriptions,countries,spatial_scale,frequncies,users,contacts
288 TTI,Forest Code Thermometer,https://observatorioflorestal.org.br/en/termometro-do-codigo-florestal-coloca-a-transparencia-nas-maos-do-cidadao/,Forest Code Observatory (OCF),,,,Decision-support tool; Data portal; Other - Software,Environment; App,,Brazil,,,,
289 TTI,"Forest Law Enforcement, Governance and Trade Action Plan (FLEGT)",https://www.euflegt.efi.int/home,European Union,,,,Other - initiative/organisation; Digital reports,Timber,,,,,,
290 TTI,CDP Forests Program,https://www.cdp.net/en/forests,CDP,,,,Data source; Data portal,Forests,,Global,,,,
291 TTI,Frankfurt Declaration,https://www.cms.int/en/document/frankfurt-declaration,CMS,,,,Other - initiative/organisation,,,,,,,
292 TTI,Future Earth,https://futureearth.org/networks/knowledge-action-networks/,,,,,Other - initiative/organisation,Environment; Social,,Global,,,,
293 TTI,General Agreement on Tariffs and Trade (GATT-Article VI) General Agreement on Trade in Services (GATS – Article VI),https://www.wto.org/english/docs_e/legal_e/26-gats_01_e.htm,World Trade Organization (WTO),,,,Other - initiative/organisation,,,,,,,
294 TTI,German Initiative on Sustainable Cocoa (GISCO),https://www.kakaoforum.de/en/,BMZ; BMEL,,,,Other - initiative/organisation,Cocoa,,Global,,,,
295 TTI,Global Biodiversity Information Facility (GBIF),https://www.gbif.org/,,,,,Data Portal; Flexible analysis platform; Visualisation / dashboard; Model,,,,,,,
296 TTI,Global Biodiversity Score (GBS),GBS Technical update March 2019,CDC biodiversite,,,,Decision-support tool,Environment; Agriculture,,Global,,,,
297 TTI,"Global BioTrade Programme - Linking trade, biodiversity and sustainable development",https://unctad.org/project/global-biotrade-facilitation-programme-linking-trade-biodiversity-and-sustainable,UNCTAD,,,,Other - initiative/organisation; Digital reports,,,Global,,,,
298 TTI,Global Commission on Adaptation,https://gca.org/about-us/the-global-commission-on-adaptation/,,,,,Other - initiative/organisation; Digital reports,,,,,,,
299 TTI,Global Green Growth Institute (GGGI),https://gggi.org/,,,,,Other - initiative/organisation,Environment; Social,,Global,,,,
300 TTI,Global Impacts Platform,https://www.isealalliance.org/sites/default/files/resource/2018-05/Global%20Impacts%20Platform%20RFP%20Submission%20Deadline%20Extended.pdf,ISEAL Alliance,,,,Other - Initiative/Organisation; Database; Digital reports,,,Global,,,,
301 TTI,Global Partnership for Business and Biodiversity,https://www.cbd.int/business/gp.shtml,Convention on Biological Diversity (CBD),,,,Other - initiative/organisation,,,global,,,,
302 TTI,Global Roundtable for Sustainable Beef (GRSB),https://grsbeef.org/,,,,,Other - initiative/organisation,Environment; Social; Beef,,Brazil; China,,,,
303 TTI,Global Thinkers Forum (GTF),https://www.globalthinkersforum.org/,Oxford University’s Said Business School,,,,Other - initiative/organisation,Social,,Global,,,,
304 TTI,Global Trade Finance Program (GTFP),https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/financial+institutions/priorities/global+trade/gtfp,International Finance Corporation (IFC),,,,Other - Initiative/Organisation,,,Global,,,,
305 TTI,GMAP,https://gmaptool.org/,IFC,,,,Visualisation / dashboard,Agro-commodity,,Global,,,,
306 TTI,"Governing global value chains to protect local environments - Cocoa and Biodiversity""",https://www.iddri.org/en/initiative/governing-global-value-chains-protect-local-environments,IDDRI,,,,Other - initiative/organisation,Cocoa; Palm oil; Fisheries,,Global,,,,
307 TTI,Green and Sustainable Finance Cluster Germany,https://gsfc-germany.com/en/,Green Finance Cluster of the Hessian Ministry of Economic Affairs,,,,Other - initiative/organisation,,,Global,,,,
308 TTI,Green Bond Principles,https://www.icmagroup.org/sustainable-finance/the-principles-guidelines-and-handbooks/green-bond-principles-gbp/,International Capital Market Association’s (ICMA),,,,Other - Initiative/Organisation,,,Global,,,,
309 TTI,Green Finance Taskforce,https://www.gov.uk/government/publications/accelerating-green-finance-green-finance-taskforce-report,Green Finance Institute; UK Government,,,,Other - Initiative/Organisation; Digital reports,,,UK,,,,
310 TTI,Halotrade,https://halotrade.io/,Founder Shona Tatchell,,,,Data services,,,Global,,,,
311 TTI,Harmonized Environmental Storage and Tracking of the Impacts of Agriculture (HESTIA initiative),https://www.oxfordmartin.ox.ac.uk/food-sustainability-analytics/,University of Oxford,,,,Data portal,Environment; Agriculture,,Global,,,,
312 TTI,Healthy Forests programme,https://www.earthworm.org/uploads/files/HFL-Approach-paper.pdf,TFT/ Earthworm,,,,Other - initiative/organisation,Apparel; Aquaculture; Coffee; Cocoa; Cotton; Fresh; Ingredients; Palm oil; Pulp; Paper; Soy; Tea; Timber; Cassava,,Global,,,,
313 TTI,High Carbon Stock Approach (HCSA),http://highcarbonstock.org/,,,,,Decision-support tool; Other - initiative/organisation,Forests,,Global,,,,
314 TTI,Horizon Committee,https://saiplatform.org/our-work/news/horizon-committee-cultivates-soil-resource-centre/,The Sustainable Agriculture Initiative Platform (SAI Platform),,,,Other - initiative/organisation,Agriculture; Soil,,Global,,,,
315 TTI,New Trade Agenda,http://www.foeeurope.org/new-trade-agenda,Friends of the Earth,,,,Digital reports,,,,,,,
316 TTI,Telecoupling Toolbox,https://telecouplingtoolbox.org/,Michigan State University,,,,Other - software; Flexible analysis platform,,,,,,,
317 TTI,Hub for Sustainable Finance (H4SF),https://www.nachhaltigkeitsrat.de/en/projects/hub-for-sustainable-finance-h4sf/,German Council for Sustainable Development,,,,Other - Initiative/Organisation,,,,,,,
318 TTI,IBM (Blockchain and supply chain research),https://www.ibm.com/blockchain/supply-chain,IBM,,,,Data services,Environment,,Global,,,,
319 TTI,Impact Builder,https://www.bond.org.uk/resources/impact-builder,Bond,,,,Visualisation / dashboard,Environment; Social,,Global,,,,
320 TTI,Integrated Biodiversity Assessment Tool – IBAT,https://www.ibat-alliance.org/,Birdlife; IUCN; UNEP-WCMC,,,,Decision-support tool,,,global,,,,
321 TTI,Integrated Landscape Management,https://www.fao.org/land-water/overview/integrated-landscape-management/fr/,,,,,Other - initiative/organisation,,,Asia; Latin America; Africa,,,,
322 TTI,International Network of Financial Centres for Sustainability,https://www.fc4s.org/,UNEP,,,,Other - initiative/organisation,,,Global,,,,
323 TTI,InVEST (Integrated Valuation of Ecosystem Services and Trade-offs),https://ecosystemsknowledge.net/invest,The Natural Capital Project; Stanford University; WWF; The Nature Conservancy; the Institute on the Environment at University of Minnesota.,,,,Model,Environment,,Global,,,,
324 TTI,Investor Initiative for Sustainable Forests (IISF),https://www.ceres.org/sites/default/files/Fact%20Sheets%20or%20misc%20files/IISF%20One-Pager%20PDF.pdf,CERES,,,,Other - initiative/organisation,Cattle; Soy,,Global,,,,
325 TTI,JNCC/Route2 Indicator Project,http://randd.defra.gov.uk/Document.aspx?Document=15028_2018-19-PilotingIndicatorsfortheGlobalEnvironmentalImpactsofUKConsumption.pdf,JNCC,,,,Digital reports,Environment; Agriculture,,Global,,,,
326 TTI,Landscale,https://www.landscale.org/,Rainforest Alliance; Verra; CCBA; Ecoagriculture Partners; IUCN; NCRC; Proforest,,,,Decision-support tool,Environment; Social; Agriculture,,Global,,,,
327 TTI,"Landscapes for People, Food and Nature Initiative (LPFN)",https://peoplefoodandnature.org/,WRI; UNEP; TWB; FAO,,,,Other - initiative/organisation; Decision-support tool; Digital reports,Food; Agriculture,,,,,,
328 TTI,LC-IMPACT,https://lc-impact.eu/,NTNU; PRE; RU; ETH; DTU,,,,Decision-support tool,Environment; Social; Agriculture,,Global,,,,
329 TTI,Learning Hub for Business in Landscapes,https://sustainablefoodlab.org/initiatives/landscapes-initiative/,Sustainable Food Lab; WBCSD; IDH; The Forests Dialogue (TFD),,,,Other - Initiative/Organisation,Smallholders; Cocoa; Coffee; Vanilla; Corn; Soybean; Wheat,,Global,,,,
330 TTI,LIFE Impact Index,https://www.i-care-consult.com/wp-content/uploads/2018/09/Assessment-biodiversity-metrics-for-business-and-FI_draft-report-5Sept2018.pdf,LIFE Institute,,,,Decision-support tool,Environment; Agriculture,,Global,,,,
331 TTI,Living Planet Index (Farmland specialist),https://www.bipindicators.net/indicators/living-planet-index/living-planet-index-farmland-specialists,WWF; ZSL,,,,Decision-support tool,Environment,,Global,,,,
332 TTI,Living Planet Index (LPR),http://www.livingplanetindex.org/home/index,WWF; ZSL,,,,Decision-support tool,Environment; Agriculture,,Global,,,,
333 TTI,Map Hubs,https://www.maphubs.com/,,,,,Data services; Flexible analysis platform,Environment; Agriculture,,Global,,,,
334 TTI,Map of Life (MOL),https://mol.org/indicators/coverage,Group on Earth Observations; Biodiversity Observation Network,,,,Flexible analysis platform; Data portal; Visualisation / dashboard,Environment,,Global,,,,
335 TTI,Maplecroft,https://www.maplecroft.com/,Verisk,,,,Data services,Environment; Social,,Global,,,,
336 TTI,Natural Capital Coalition / Protocol,https://www.iucn.org/theme/business-and-biodiversity/our-work/business-platforms/natural-capital-coalition,CISL; CCI; FFI; UNEP WCMC; RSPB; BirdLife,,,,Other - initiative/organisation; Digital reports,Natural Capital,,Global,,,,
337 TTI,Natural Infrastructure for Business,https://www.naturalinfrastructureforbusiness.org/wp-content/uploads/2017/05/Incentives_for_Natural_Infrastructure.pdf,WBCSD; CH2M; TNC,,,,Other - initiative/organisation,,,Global,,,,
338 TTI,Naturemap,https://naturemap.earth/faq/,IIASA; IIS; UNEP-WCMC; Sustainable Development Solutions Network,,,,Visualisation / dashboard,Environment,,Global,,,,
339 TTI,New York Declaration on Forests (NYDF) Global Platform,https://forestdeclaration.org/about/nydf-global-platform/,UNDP; German Government; Meridian Institute,,,,Other - Initiative/Organisation,Forests,,Global,,,,
340 TTI,One Planet Business for Biodiversity (OP2B),https://op2b.org/,World Business Council for Sustainable Development (WBCSD),,,,Other - initiative/organisation,Environment; Agriculture,,,,,,
341 TTI,One Planet Network,https://www.oneplanetnetwork.org/,WBCSD,,,,Other - initiative/organisation; Database,,,,,,,
342 TTI,OpenSC,https://opensc.org/vision.html,WWF Australia,,,,Other - software; Flexible analysis platform,,,Global,,,,
343 TTI,Palm Oil Buyers Scorecard,https://palmoilscorecard.panda.org/#/home,WWF,,,,Decision-support tool,Environment; Palm oil,,Europe,,,,
344 TTI,PLAN B,https://bteam.org/,THE B TEAM,,,,Other - initiative/organisation,,,Global,,,,
345 TTI,Poverty Footprint,https://www-cdn.oxfam.org/s3fs-public/file_attachments/oxfam-poverty-footprint_3.pdf,OXFAM,,,,Decision-support tool,Social; Agriculture,,Global,,,,
346 TTI,Poverty Probability Index (PPI),https://www.povertyindex.org/,,,,,Decision-support tool,Social,,,,,,
347 TTI,Principles for Leadership in Sustainable Purchasing,https://www.sustainablepurchasing.org/principles-for-leadership-in-sustainable-purchasing/,Sustainable Purchasing Leadership Council (SPLC),,,,Other - initiative/organisation,,,Global,,,,
348 TTI,Producer Support Estimates (PSE),https://www.oecd-ilibrary.org/agriculture-and-food/agricultural-policy-monitoring-and-evaluation-2018_agr_pol-2018-en,Organisation for Economic Cooperation and Development (OECD),,,,Database,Environment; Agriculture,,Global,,,,
349 TTI,Product Biodiversity Footprint (PBF),http://www.productbiodiversityfootprint.com/,I Care Consultants; Sayari,,,,Decision-support tool,Environment; Agriculture,,Global,,,,
350 TTI,Product Social Impact Assessment The Roundtable for Product Social Metrics,https://product-social-impact-assessment.com/,PRe Sustainability,,,,Other - initiative/organisation,Social,,Global,,,,
351 TTI,Roundtable on responsible Soy (RTRS),https://responsiblesoy.org/?lang=en,,,,,Other - initiative/organisation; Decision-support tool; Data services,Environment; Social; Soy,,Global,,,,
352 TTI,Roundtable on Sustainable Biomaterials (RSB),https://rsb.org/,,,,,Other - initiative/organisation; Digital reports; Decision-support tool,Soy; Rapeseed; Mustard seed; Palm; Sugar cane; Sugar beets; Corn; Cassava; Sorghum; Wheat.,,Global,,,,
353 TTI,RSPO convened Biodiversity & High Conservation Values Working Group (BHCVWG),https://rspo.org/resources/supporting-bodies-sc-wg-tf-/working-groups/biodiversity-and-high-conservation-values-working-group-bhcvwg-,Round table on sustainable palm oil (RSPO),,,,Other - Initiative/Organisation; Digital reports,Palm oil,,Malaysia; Thailand; Indonesia,,,,
354 TTI,RSPO Financial Institutions Task Force (FITF),https://rspo.org/library/lib_files/download/818,RSPO,,,,Other - Initiative/Organisation,Palm oil,,Global,,,,
355 TTI,RSPO PalmTrace,https://rspo.org/palmtrace,UTZ,,,,Other - initiative/organisation; Decision-support tool,Palm oil,,Global,,,,
356 TTI,Satelligence,https://satelligence.com/,Cirad; World Resources Institute; NASA; esa; TuDelft; Grameen foundation; Wageningen,,,,Data source; Decision-support tool,Environment,,Global,,,,
357 TTI,SCP hotspot Analysis,http://scp-hat.lifecycleinitiative.org/,Life Cycle Initiative; One Planet; International Resource Panel,,,,Decision-support tool,Environment; Social,,Global,,,,
358 TTI,Símbolo de Pequeños Productores/ Small Producers Symbol (SPP),https://spp.coop/small-producers-symbol/,,,,,Other - initiative/organisation,Social; Agricultural; Beekeeping,,"Latin America, Caribbean, Africa and Asia, including only developing countries",,,,
359 TTI,Sistema de Monitoramento di Fazenda (SIMFAZ),https://simfaz.agrosatelite.com.br/,,,,,Data services; Decision-support tool,Environment; Social; Agriculture,,Brazil,,,,
360 TTI,Soft Commodities Compact,https://www.cisl.cam.ac.uk/centres/centre-for-sustainable-finance/soft-commodities,CGF-BEI/CISL,,,,Other - initiative/organisation,Soy; Palm oil; Beef; Paper; Pulp; Timber,,Global,,,,
361 TTI,Soft Commodities Forum (SCF),https://www.wbcsd.org/Programs/Food-and-Nature/Food-Land-Use/Soft-Commodities-Forum,WBCSD,,,,Other - initiative/organisation,Soy,,Brazil,,,,
362 TTI,SourceMap,https://sourcemap.com/,SourceMap,,,,Other - initiative/organisation; Decision-support tool; Visualisation / dashboard; Data services,,,Global,,,,
363 TTI,Soy Buyers Coalition,https://www.theconsumergoodsforum.com/news_updates/the-cgf-and-its-members-launch-soy-buyers-coalition/,The Consumer Goods Forum (CGF),,,,Other - initiative/organisation,Soy,,Brazil,,,,
364 TTI,Soy Scorecard 2016,https://wwf.panda.org/wwf_news/?269750/Soy-Scorecard-2016,WWF,,,,Decision-support tool,Environment; Soy,,Europe,,,,
365 TTI,Species Threat Abatement and Recovery (STAR). Previus name: Biodiversity Return on Investment Metric (BRIM),https://www.iucn.org/regions/washington-dc-office/our-work/species-threat-abatement-and-recovery-star-metric,IUCN,,,,Decision-support tool,Environment; Agriculture,,Global,,,,
366 TTI,Sustainability Policy Transparency Toolkit (SPOTT),https://www.spott.org/,ZSL,,,,Decision-support tool; Other - Initiative/Organisation; Digital reports; Data services,Palm oil; Rubber,,Global,,,,
367 TTI,Starling verification,https://www.starling-verification.com/,Airbus; TFT,,,,Data services,Palm oil,,Global,,,,
368 TTI,Supply Change,https://www.supplychange.co.uk/,Forest Trends,,,,Decision-support tool; Data services,Forests,,Global,,,,
369 TTI,Sustainability of Supply Chain Partners in Developing Countries,https://www.sustainablefoodtrade.org/working-groups/sustainability-of-supply-chain-partners-in-developing-countries/,Sustainable Food Trade Association (SFTA),,,,Other - Initiative/Organisation; Digital reports,,,,,,,
370 TTI,Sustainable Agriculture Network,https://www.sustainableagriculture.eco/,,,,,Other - initiative/organisation; Digital reports,Crops,,Global,,,,
371 TTI,Sustainable Agriculture Network/Rainforest Alliance (SAN/RA) certification scheme,https://www.rainforest-alliance.org/why-certification/,Rainforest Alliance,,,,Other - initiative/organisation,Environment; Social; Agriculture,,Global,,,,
372 TTI,Sustainable Commodities Project and Framework,https://sustainabilityconsortium.org/project/sustainable-commodities-project-and-framework/,The Sustainability Consortium (TSC),,,,Digital reports,"Corn; Cotton; Palm oil; Rice; Soy; 
 wheat.",,Global,,,,
373 TTI,Sustainable Supply Chain Initiative (SSCI),https://www.theconsumergoodsforum.com/social-sustainability/sustainable-supply-chain-initiative/,The Consumer Goods Forum (CGF),,,,Other - initiative/organisation,,,Global,,,,
374 TTI,Sustainable Trade Finance Council,https://www.cisl.cam.ac.uk/business-action/sustainable-finance/banking-environment-initiative/programme/restore-nature/sustainable-trade-finance,Banking Environment Initiative (BEI); CISL,,,,Other - initiative/organisation,Soft commodities,,Global,,,,
375 TTI,Swiss Platform for Sustainable Cocoa,https://www.kakaoplattform.ch/,,,,,Other - initiative/organisation,Cocoa,,Global,,,,
376 TTI,The Aichi Biodiversity Targets and Business,https://www.cbd.int/business/projects/aichibus.shtml,Convention on Biological Diversity (CBD),,,,Other - Initiative/Organisation; Digital reports,,,global,,,,
377 TTI,The Amsterdam Declarations,https://ad-partnership.org/,Mekon Ecology,,,,Other - initiative/organisation,,,Europe,,,,
378 TTI,The Global Green Finance Index,https://www.longfinance.net/programmes/financial-centre-futures/global-green-finance-index/,Deliver; Finance Watch; Long Finance,,,,Data services; Digital reports,,,Global,,,,
379 TTI,The Global Landscapes Forum (GLF),https://www.globallandscapesforum.org/,Center for International Forestry Research (CIFOR); UNEP; World Bank,,,,Other - initiative/organisation,,,Global,,,,
380 TTI,The Global Trade Analysis Project (GTAP),https://www.gtap.agecon.purdue.edu/,Center for Global Trade Analysis in Purdue University's Department of Agricultural Economics,,,,Database; Model; Digital reports; Data portal,Environment,,Global,,,,
381 TTI,The Good Growth Partnership (The Green Commodities Programme),https://www.greencommodities.org/content/gcp/en/home.html,UNDP,,,,Other - initiative/organisation; Decision-support tool; Digital reports,Soy; Beef; Palm oil,,Brazil; Paraguay; Indonesia; Liberia,,,,
382 TTI,The Land Use Dialogue (LUD),https://theforestsdialogue.org/,The Forests Dialogue (TFD),,,,Other - initiative/organisation,Forests,,Ghana; New Haven; Uganda; Democratic Republic of Congo; Brazil; Tanzania,,,,
383 TTI,The Madingley Model. General Ecosystem Model (GEM),https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001841,UNEP-WCMC; UCLK; Imperial College; University of Copenhagen; Cambridge University; Stockholm Resilience Centre; Radbound University; ZSL; Nereus Program; Northern Arizona University.,,,,Model,Environment; Agriculture,,Global,,,,
384 TTI,The Soy Toolkit,https://www.proforest.net/en/programmes/latin-america/soy-toolkit,Proforest,,,,Data portal,Environment; Social; Soya,,,,,,
385 TTI,The Sustainable Agriculture Initiative Platform (SAI Platform),https://saiplatform.org/,Danone; Nestlé; Unilever,,,,Other - initiative/organisation; Digital reports,,,Global,,,,
386 TTI,Trade and Sustainable Development (TSD),https://ec.europa.eu/transparency/expert-groups-register/screen/expert-groups/consult?do=groupDetail.groupDetail&groupID=3013,European Commission,,,,Other - initiative/organisation,,,,,,,
387 TTI,Transforming Business Practices,https://www.nature.org/en-us/about-us/who-we-are/how-we-work/working-with-companies/transforming-business-practices/,The Nature Conservancy,,,,Other - initiative/organisation,Sustainable Agriculture,,Global,,,,
388 TTI,Trends in Ecosystem Services (TeSE) business initiative,https://eaesp.fgv.br/en/producao-intelectual/ecosystem-services-related-business-cases-trends-ecosystem-services-tese,Centre for Sustainability Studies of Sao Paulo Business Administration School at Getulio Vargas Foundation (FGVces/EAESP-FGV),,,,Other - Initiative/Organisation; Digital reports,,,Brazil,,,,
389 TTI,Tropical Forest Alliance (TFA) 2020,https://www.weforum.org/projects/tfa-2020,Tropical Forest Alliance (TFA) 2020,,,,Other - initiative/organisation; Data portal,Palm oil; Soy; Beef; Paper; Pulp,,"Latin America, Africa, Southeast Asia",,,,
390 TTI,Tropical Landscapes Finance Facility,https://www.tlffindonesia.org/,Ministry for Economic Affairs Republic of Indonesia,,,,Other - Initiative/Organisation,,,Indonesia,,,,
391 TTI,UK Global Resource Initiative (GRI),https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/881395/global-resource-initiative.pdf,UK Government; DEFRA,,,,Other - Initiative/Organisation; Digital reports,,,Global; UK,,,,
392 TTI,UK Roundtable on Sustainable Soy,https://www.efeca.com/the-uk-roundtable-on-sustainable-soya/,UK Government,,,,Other - Initiative/Organisation; Digital reports,Soya,,Global,,,,
393 TTI,UNBiodiversity Lab,https://unbiodiversitylab.org/,UNDP; UN Environment; GEF; CBD,,,,Decision-support tool; Data portal,Environment,,Global,,,,
394 TTI,Understanding Deforestation-Free (UDF),https://theforestsdialogue.org/initiative/understanding-deforestation-free-udf,The Forests Dialogue,,,,Other - initiative/organisation,Forests,,Indonesia; West/Central Africa,,,,
395 TTI,UTZ Certified,https://www.rainforest-alliance.org/utz/,Rainforest Alliance,,,,Other - initiative/organisation,Environment; Social; Coffee; Cocoa,,"Members from Brazil, Cameroon, China, Democratic Republic of Congo, Indonesia, Tanzania",,,,
396 TTI,WE MEAN BUSINESS,https://www.wemeanbusinesscoalition.org/,,,,,Other - initiative/organisation,,,Global,,,,
397 TTI,Working Group on Sustainable Trade Finance,https://iccwbo.org/publication/sustainable-trade-criteria-customer-due-diligence-guidelines/,International Chamber of Commerce (ICC) Banking Commission,,,,Other - initiative/organisation,,,Global,,,,
398 TTI,World Input-Output Tables and underlying data (WIOD),http://www.wiod.org/gvc,European Commission,,,,Database,Environment,,Global,,,,
399 TTI,WWF/IFC Commodities BMP Initiative,https://pubs.iied.org/sites/default/files/pdfs/migrate/G00186.pdf,IFC,,,,Other - Initiative/Organisation; Digital reports,Sugarcane; Cotton; Soybeans; Oil palm,,,,,,
199,Earth Time,https://earthtime.org/,"The Community Robotics, Education and Technology Empowerment Lab (CREATE Lab)",,,,Flexible analysis platform,Earth observation,"EarthTime enables users to interact with visualizations of the Earth's transformation over time. Combining huge data sets with images captured by NASA satellites between 1984 and 2016, EarthTime brings to life patterns of natural change and human impact.",Global,Global,,,
201,Global Forest Watch Pro,https://pro.globalforestwatch.org/about,Global Forest Watch and World Resources Institutes's,,,,Flexible analysis platform,Earth observation,"Global Forest Watch Pro (GFW Pro) is an online management application to support reducing deforestation in commodity supply chains. GFW Pro delivers critical decision-making analysis at the property, supply shed and portfolio levels. The platform also empowers users, from commodity field officers to financial Chief Risk Officers, to manage and monitor changes in deforestation risk. The application is built upon best-in-class, timely data from the Global Forest Watch Partnership and World Resources Institute’s scientific research.",Global,Global; Regional; National; Local,,,
204,IDH the Sustainable Trade Initiative,https://www.idhsustainabletrade.com/impact/mitigation-of-deforestation/,IDH,,,,Other - initiative/organisation,Palm oil; Cocoa; Soy,"IDH brings together the sourcing commitments of companies, the jurisdictional power of governments, and the knowledge and networks of local Civil Society Organizations (CSOs) to develop strategies which encourage forest protection in supply chains. Thereby reducing encroachment on new forest areas and forest degradation.",Indonesia; Brazil,Not applicable,,,
205,IKnowFood,https://iknowfood.org/about-us/,"University of York, the Universities of Liverpool, Manchester",,,,Flexible analysis platform,Agriculture,Interdisciplinary multi-stakeholder approach to developing a unifying understanding of ‘food system resilience’ using tools and methods to integrate the knowledge and perspectives of hitherto disparate food system actors.,United Kingdom,National,,,
206,INBAR International Network for Bamboo and Rattan,https://www.inbar.int/about-inbar/#1,,,,,Flexible analysis platform,Bamboo; Rattan,"The International Bamboo and Rattan Organisation (INBAR) is a multilateral development organisation that promotes environmentally sustainable development using bamboo and rattan. It supports SDG 1, 17, 7, 11, 12, 13, 15",,Global; Regional; National,,,
207,Innovative Farmers,https://www.innovativefarmers.org/about/,"Waitrose DUCHY Organic, Soil Association, The prince of Wales Charitable Fund, Organic Research Centre ELM Farm, Innovation for Agriculture, LEAF",,,,Other - initiative/organisation,Sustainable business; Agriculture,"Through the network, groups of farmers can work directly with a researcher to design ‘field lab’s: on farm trials that can be set up quickly and are highly practical. The group decides on the topic and the researcher helps design a trial. Field labs can be on any issue that makes farm businesses more sustainable and resilient. Right now, there are over 50 field labs on topics including herbal leys, potato blight and mineral deficiencies in calves.",United Kingdom,National,,,
208,IOTA Ecosystem,https://ecosystem.iota.org/,IOTA Foundation,,,,Flexible analysis platform,,"Platform for community to meet, collaborate, learn, inspire, develop and build. The platform donates to developers that get new innovation and ideas off the ground. The Foundation funds new innovation from developers considered beneficial for the overall IOTA ecosystem. Ideas can be from proof-of-concepts to utilities, libraries, and more. Everyone who requires financial support in the broader IOTA developer community can be encouraged to develop, collaborate, learn, inspire and build for the greater good.",,Global,,,
209,Life Cycle Initiative,https://www.lifecycleinitiative.org/about/about-lci/,UN Environment,,,,Flexible analysis platform,,"The Life Cycle Initiative is a public-private, multi-stakeholder partnership enabling the global use of credible life cycle knowledge by private and public decision maker. It provides a global forum to ensure a science-based, consensus-building process to support decisions and policies towards the shared vision of sustainability as a public good.",,Global,,,
210,Linking Environment and Farming (LEAF),https://leafuk.org/about-leaf/what-we-do,,,,,Flexible analysis platform,Agriculture,"LEAF work wih farmers, food industry, scientists and consumers, to inspire and enable sustainable farming that is prosperous, enriches the environment and engages local communities.",United Kingdom,National,,,
211,N8AgriFood,https://www.n8agrifood.ac.uk/,"University of Durham, Lancaster, Leeds, Liverpool, Manchester, Newcastle, Sheffield and York.",,,,Flexible analysis platform,agriculture,"N8 AgriFood is a unique programme working across the entire food system to ensure sustainable, resilient and healthy food supplies for all.",,Global,,,
212,Safe Trace,https://www.agrotransparencia.com.br/homeenglish,"PWC, The nature Conservancy, CPQD, Sebrae, ApexBRasil",,,,Flexible analysis platform,Cotton; Coffee; Beef; Sugar; Soy; Cocoa; Palm oil; Tea; Dairy; Textiles; Gold; Aquaculture,"Safe Trace company is specialized in the traceability of food production chain, integrating information from all links, from the producer to the consumer's plate. It ensure transparency that the producer is acting according to socio-environmental and sanitary standards.",,,,,
214,Solidaridad Network,https://www.solidaridadnetwork.org/,,,,,Flexible analysis platform,,"Solidaridad’s global network worked with over 632,000 farmers, miners and workers to adopt good practices. Solidaridad Network also helped to improve the income of 235,000 producers by engaging stakeholders within 334 projects.",,Global; Regional; National,,,
215,Supply Chain Transparency Network,https://www.gc-dz.com/exec?m=sctndd&u=auto_login__sctn,Global Canopy Programme; SEI,,,,Flexible analysis platform,,"The network focuses on efforts to map, monitor and gather data on key forest risk commodity supply chains, and how to best leverage this information to support a transition to a more sustainable global economy.",,Global,,,
216,Sustainable and Healthy Food Systems (SHEFS),https://shefsglobal.lshtm.ac.uk/,"The Food Foundation, London School of Hygiene $ Tropical Medicine, City University of London, RVC, SOAS, Centre for Chronic Disease Control, UCL, University of Aberdeen, University of Kwazulu-Natal, ATREE",,,,Flexible analysis platform,agriculture,"The focus for SHEFS is on bridging the gap between science and practice to understand and solve current social and environmental problems. The project unites partners in different countries to work closely together and share methods, data, knowledge and expertise from a wide range of sources.","United Kingdom, South Africa, India",National,,,
217,Switch Med,https://www.switchmed.eu/en,"UNIDO, UNEP, UNEP/MAP, Regional Activity Centre for Sustainable Consumption and Production,",,,,Other - initiative/organisation,,"The SWITCH-Med Policy component aims at strengthening relevant environmental governance and policy frameworks. With broad stakeholder participation, it will develop/refine national SCP policy action plans in the beneficiary countries and develop a regional SCP action plan and roadmap under the Barcelona Convention",Mediterranean,Regional,,,
218,The International Panel of Experts on Sustainable Food Systems (IPES-Food),http://www.ipes-food.org/about/,,,,,Other - initiative/organisation,Agriculture,IPES-Food is an independent panel of experts with a mission to promote transition to sustainable food systems around the world.,Europe; West Africa,Regional,,,
219,The Socially and Environmentally Sustainable Oil Palm Reserarch Sensor Project (SENSOR),http://www.sensorproject.net/,South East Asia Rainforest Research Partnership (SEARRP),,,,Other - initiative/organisation,Sustainable business; Palm oil,"The Socially and Environmentally Sustainable Oil Palm Research (SEnSOR) programme is testing the impact of the Roundtable on Sustainable palm Oil (RSPO): the major certification standard for sustainable palm oil. The SEnSOR programme is investigating sustainability in three main areas: Biodiversity, Environment (including soil, water and greenhouse gases) and Society (including community and labour rights, and livelihoods)",,Global,,,
220,Sedex,https://www.sedexglobal.com/about-us/,,,,,Flexible analysis platform,Agriculture,Based on supply chain integrity organisation,,Global,,,
