Unique ID,Name,URL,Organisations,,,,Typology,Keywords / theme,Platform/Portal/Real time analysis/Tool,Description,"Primary role (data provision (access and viz), decision support, custom analytics, action maps) etc",,,,Data sources,"Level of data access (visualisation only, lin to underlying data, direct download)","Technology (open source, licenced, api, web services ertc)",,,Country,Spatial scale,Commodity data,Update frequency,Intended users,Training required for use? (capacity building),,Availability,,,,,,,,,,,,,,,,Unique ID check,
230,High Conservation Values Resource Network (HCV),https://hcvnetwork.org/,"World Resources Institute, Forest People Programme, WWF, mondi, Olam, gar, FSC, Proforest, RSPO,",,,,Other - initiative/organisation,Trade,Platform,"The HCV Network is a member-based organisation that strives to protect High Conservation Values in areas where the expansion of forestry and agriculture may put important forests, biodiversity and local communities at risk.",,,,,,,,,,,Global,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,Promote the HCV Approach as a tool for responsible development; Achieve consistent application of the HCV Approach; Bring HCV users together,UNEP-WCMC,,,,,,,,230,
231,Ceres,https://www.ceres.org/index.php/about-us,,,,,Other - initiative/organisation,Trade; Finance; Sustainable business,Platform,"Ceres is a sustainability nonprofit organization working with the most influential investors and companies to build leadership and drive solutions throughout the economy. Through powerful networks and advocacy, Ceres tackles the world’s biggest sustainability challenges, including climate change, water scarcity and pollution, and inequitable workplaces.",,,,,,,,,,,,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,Transform the economy to build a sustainable future for people and the planet. ,UNEP-WCMC,,,,,,,,231,
232,Business for Water Stewardship network,https://businessforwater.org/about,Bonneville Environmental Foundation,,,,Other - initiative/organisation,Trade; Sustainable business,Platform,"Business for Water Stewardship, a program of the Bonneville Environmental Foundation, helps businesses across the US advance solutions to ensure our communities, economies and ecosystems have enough clean water to flourish.",,,,,,,,,,USA,National,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"promoting water-smart policies and programs, Business for Water Stewardship collaborates with businesses through: Consumer campaigns, projects that restore rivers and replenish aquifers and business leadership.",UNEP-WCMC,,,,,,,,232,
233,IRIS+,https://iris.thegiin.org/standards/,Global Impact Investing Network,,,,Decision-support tool,Trade; Finance,Platform,"IRIS+ is the generally accepted impact accounting system that leading impact investors use to measure, manage, and optimize their impact. Proper use of the IRIS+ system ensures a minimum level of consistency in a users’ impact claims and performance, which makes it easier for investors to analyze and extract useful information for decision making.",,,,,,,,,,,Global,Agriculture,,,,,,,,,,Julia spreadsheet - platforms,,"The IRIS+ system is designed to minimize confusion for how to set objectives, describe and understand impact, assess success, and clearly communicate impact performance with other impact investing stakeholders.",WP3,,,,,,,,233,
234,LBG Framework,http://www.lbg-online.net/about/,Corporate Citizenship,,,,Flexible analysis platform,Trade; Sustainable business; Finance,Platform,The LBG Framework is a robust measurement standard that any company can apply to understand the difference their contributions make to business and society. ,,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"To provide a common standard for companies to measure and manage their community investment, and a platform to learn together how to maximize their impact.",WP3,,,,,,,,234,
235,Association for Supply Chain Management,http://www.apics.org/about/overview,Association for Supply Chain Management,,,,Flexible analysis platform,Trade; Sustainable business; Trade,Platform,"The Association for Supply Chain Management (ASCM) is the global leader in supply chain organizational transformation, innovation and leadership.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"Based on learning and development, corporate transformation and making an impact in the communities across the globe.",WP3,,,,,,,,235,
236,B Impact Assessment,https://bimpactassessment.net/node/464,B Lab,,,,Other - initiative/organisation,Trade,Platform,"It is a global movement for businesses that want to redefine success in business. To make it easy for businesses to participate in this vision, the platform provides standards, points of reference and tools. ",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,n/a,WP3,,,,,,,,236,
237,Access to Nutrition Foundation (ATNF),https://accesstonutrition.org/about-us/,,,,,Other - initiative/organisation,Trade,Platform,Independent non-profit organization based in the Netherlands dedicated to objectively assessing and improving the contribution the private sector makes to addressing global nutrition challenges. The Foundation hosts the Access to Nutrition Index.,,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,Encourage companies to both increase access to healthy products and also to responsibly exercise their influence on consumers’ choice and behavior.,WP3,,,,,,,,237,
238,Sustainability Accounting Standards Board (SASB),https://www.sasb.org/standards-overview/materiality-map/,Sustainability Accounting Standards Board,,,,Decision-support tool,Trade; Natural capital / ecosystem services; Finance,Platform,"SASB standards enable businesses around the world to identify, manage and communicate financially-material sustainability information to their investors.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,n/a,WP3,,,,,,,,238,
239,Sopact,https://www.sopact.com/,"Social Value International, Impact Management PRoject, UN Sustainable Development Goals, GIIN, Feedback Labs",,,,Flexible analysis platform,Trade,Platform,"It is a comprehensive, flexible and easy to use Social Impact Measurement & Impact Management software platform. ",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,Make the world a better place through co-creating a globally accepted impact measurement and management framework streamlining cross-sector efforts.,WP3,,,,,,,,239,
240,Global Innovation Exchange (GIE),https://www.globalinnovationexchange.org/about,,,,,Flexible analysis platform,Trade,Platform,"GIE is a global development technology platform for innovations, funding and insights",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"GIE's mission is to help scale the most promising global development innovations by utilizing its ever-growing database of information to serve as a reliable fundraising resource for social entrepreneurs in low-and-middle-income countries, as well as a source of credible innovation data for the international development community including funders, scaling partners and other ecosystem players.",WP3,,,,,,,,240,
241,Sustainable Coffee Challenge,https://www.sustaincoffee.org/about/,,,,,Flexible analysis platform,Trade; Sustainable business; Trade,Platform,"The Sustainable Coffee Challenge is a collaborative effort of companies, governments, NGOs, research institutions and others to transition the coffee sector to be fully sustainable",,,,,,,,,,,Global,Coffee,,,,,,,,,,Julia spreadsheet - platforms,,"These sustainable practices will:Ensure coffee contributes to improved income and profitability for the 25 million coffee producers, workers and their families.Implement sustainable agricultural practices to triple productivity on existing 10 million hectares of coffee to sustain supply and enable the sector to meet rising consumption and the growing demand for coffee in a socially and environmentally responsible way.Prevent the clearing of one additional hectare of high conservation-value forest or depleting other natural resources for enhanced coffee production.",UNEP-WCMC,,,,,,,,241,
243,World Cocoa Foundation,https://www.worldcocoafoundation.org/,,,,,Flexible analysis platform,Trade; Sustainable business,Platform,"The World Cocoa Foundation (WCF) is a non-profit international membership organization whose vision is a sustainable and thriving cocoa sector – where farmers prosper, cocoa-growing communities are empowered, human rights are respected, and the environment is conserved.",,,,,,,,,,,Global,Cocoa,,,,,,,,,,Julia spreadsheet - platforms,,"catalyze public-private action to accelerate cocoa sustainability. We champion multi-stakeholder partnerships, aligned public and private investment, policy dialogue, and joint learning and knowledge sharing to achieve transformative change in the cocoa supply chain.",UNEP-WCMC,,,,,,,,243,
244,Alliance for Zero Extinction (AZE),https://zeroextinction.org/the-alliance/partner-list/,"GEF, UNEP, American Bird Conservancy, Birdlife Internation, IUCN",,,,Other - initiative/organisation,Trade,Platform,"joint initiative of biodiversity conservation organizations from around the world to prevent extinctions by identifying and safeguarding key sites, which are the last remaining refuges of one or more Endangered or Critically Endangered species.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,,SEI,,,,,,,,244,
245,THESIS,https://www.sustainabilityconsortium.org/what-we-offer/thesis/,The Sustainability Consortium (TSC),,,,Flexible analysis platform,Trade,Platform,"Transform the consumer goods industry through multi-stakeholder collaboration, empowering members to make sustainability improvements at scale in global supply chains. Using a science-based approach, they work with corporate, civil society, and government stakeholders to identify hotspots, improvement opportunities, and key performance indicators for different types of consumer products. The system is science-based and stakeholder reviewed in order to be practical and actionable.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,"The basis of THESIS performance assessments is our key performance indicator sets, comprised of key performance indicators, sustainability snapshots and, when available, our illustrated supply chain diagrams. They are interactive tools that highlight environmental and social issues relevant to a product category, practices that can be used to drive improvement on those issues, and key performance indicators (KPIs) to track and measure performance against these issues. The key performance indicators are science-based and stakeholder-informed, including input by companies, academics, civil society organizations, and government agencies.",UNEP-WCMC,,,,,,,,245,
246,Evidensia,https://www.evidensia.eco/how-to-use-evidensia/why-evidensia/,"ISEAL Alliance, Rainforest Alliance, WWF",,,,Decision-support tool,Trade,Platform,"It provides easy access to credible research on the sustainability impacts of supply chain initiatives and tools, including standards and certification",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - platforms,,,UNEP-WCMC,,,,,,,,246,
247,The Global Value Toolkit,https://www.global-value.eu/toolkit/,"Institute for Managing Sustainability, Vienna University of Economics & Business",,,European Union FP7,Data portal,Trade,Portal,"The GLOBAL VALUE toolkit provides knowledge, tools and resources for companies and other societal actors wishing to tackle the Sustainable Development Goals (SDGs) together with business. in this space with the newest resources, events and innovations on how companies can better measure and manage their contribution to the achievement of the SDGs. ",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - portals,,The objective of the GLOBAL VALUE tool navigator is to support companies in contributing to a sustainable world. It was designed with a focus on businesses of any size and sector who wish to measure and manage their impacts on sustainable development and to progressively integrate the SDGs.,WP3,,"The offer a Global value tool navigator that provides an overview of existing tools, visualizes how these tools perform in comaprison to others and thus creates market transparency. The GLOBAL VALUE tool navigator is equally suitable for experienced users of assessment and management tools as well as for people who are just starting to deal with sustainability issues and the impacts organisations or companies can have on society.",,,,,,247,
248,True Impact,http://www.trueimpact.com/about-corporate-social-responsibility-company,,,,,Other - initiative/organisation,Trade; Finance,Portal,"True Impact is a web-based measurement and reporting tool for charitable investments. Corporations, foundations, and government agencies use True Impact to measure the social impact of their grants, volunteerism, and other philanthropic investments, to demonstrate success and identify opportunities for improvement.",,,,,,,,,,,Global,Not specified,,,Consultancy,,,,,,,Julia spreadsheet - portals,,"To promote more, and more successful, social investment by enabling donors and service providers to determine what works, and ways to do things better, through shared measurement and reporting.",WP3,,"True impact offers a tool for business to measure the social impact of their grants, volunteerism, and other philanthropic investments",,,,,,248,
249,Carbon Trust,https://www.carbontrust.com/about-us/,Carbon Trust,,,,Other - initiative/organisation,Trade; Sustainable business,Portal,"The Carbon Trust is an independent, expert partner of leading organisations around the world, helping them contribute to and benefit from a more sustainable future through carbon reduction, resource efficiency strategies and commercialising low carbon technologies.",,,,,,,,,,,Global,Not specified,,,Consultancy,,,,,,,Julia spreadsheet - portals,," Accelerate the move to a sustainable, low carbon economy.",WP3,,"The portal offers different tools related to energy and carbon emission, e.g 1- Lighting business case tool (calculate the business case for lightining upgrades) 2- Energy Benchmark Tool (for energy use) 3-Carbon tracer (to trace electricity and carbon emission at local lever) 4- Carbon footprint Calculator",,,,,,249,
250,Global Impact Investing Network (GIIN),https://thegiin.org/about/,,,,,Other - initiative/organisation,Trade; Finance,Portal,"The Global Impact Investing Network is the global champion of impact investing, dedicated to increasing its scale and effectiveness around the world. Impact investments are investments made with the intention to generate positive, measurable social and environmental impact alongside a financial return.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - portals,,the GIIN focuses on reducing barriers to impact investment so more investors can allocate capital to fund solutions to the world's most intractable challenges.,WP3,,"Impact Toolkit (is an open resource designed to help investors navigate the landscape of impact measurement and management (IMM) tools. The Impact Toolkit allows for investors to tailor a list of fit-for-purpose resources, and is the most comprehensive database of impact-focused systems, methods, indicators, and data in the world) and The Navigating Impact (helps investors select impact strategies and adopt metrics that indicate performance toward their goals).",,,,,,250,
251,Cool Farm Alliance (CFA),https://coolfarmtool.org/coolfarmtool/,,,,,Decision-support tool,Trade; Sustainable business; Trade,Portal,It is an industry platform for sustainable agriculture metric development and use,,,,,,,,,,,,Agriculture,,,,,,,,,,Julia spreadsheet - portals,,Their mission is to enable millions of growers globally to make more informed on-farm decisions that reduce their environmental impact.,UNEP-WCMC,,"CoolFarm Tool it is an online greenhouse gas, water, and biodiversity calculator for farming",,,,,,251,
252,Sustainable Food Lab,https://sustainablefoodlab.org/initiatives/#!/measurement-tools-and-frameworks,,,,,Data portal,,Portal,The Sustainable Food Lab was launched in 2004 as a non-profit organization to create a sustainable food system by helping organizations turn ideas into action.,,,,,,,,,,,Global,Agriculture,,,,,,,,,,Julia spreadsheet - portals,,"Addressing climate change, farmer poverty and soil health, with practical solutions such as supporting markets for small grains rotations and GHG measurement tools.",UNEP-WCMC,,"CoolFarm Tool it is an online greenhouse gas, water, and biodiversity calculator for farming; Smallholders Performance Measurement, Lving Income.",,,,,,252,
253,Global Coffee Platform,https://www.globalcoffeeplatform.org/tools/gcp-progress#about,,,,,Data portal,Trade; Sustainable business,Portal,"GCP focuses its entire attention on enabling all its members (producers, international roasters, governments, traders, donors, and NGOs) to align and multiply their efforts and investments, collectively act on local priorities and critical issues, and scale successful sustainability initiatives across the sector.",,,,,,,,,,"Brazil, Indonesia, Tanzania",Global,Coffee,,,,,,,,,,Julia spreadsheet - portals,,,UNEP-WCMC,,"Your online tool to measure and track individual and collective performance towards achieving the SDGs. The Global Coffee Platform, together with many other members and partners, are developing an online tool that will collect, analyze, and report data so that the coffee sector can monitor and evaluate not only the contribution of their individual activities but the overall impact of our sector to the Sustainable Development Goals (SDGs).",,,,,,253,
254,The National Biodiversity Network (NBN),https://nbn.org.uk/about-us/who-we-are/,,,,,Data portal,Trade,Portal,"The National Biodiversity Network (NBN) is a collaborative partnership created to exchange biodiversity information. The NBN Trust, the charity which oversees and facilitates the development of the Network, is a membership organisation built on these partnership principles.",,,,,,,,,,,,Not specified,,,,,,,,,,Julia spreadsheet - portals,,,SEI,,Different tools developed to aid biological recording,,,,,,254,
255,Global Biodiversity Model (GLOBIO model),https://www.globio.info/,"PBL, UNEP GRID-Arendal and UNEP-WCMC.",,,,Flexible analysis platform,Trade; Earth observation,,"The GLOBIO model calculates the impact of envirnmental drivers on biodiversity in the past, present and future.  The various anthropogenic pressures are: infrastructure, hunting, nitrogen deposition, habitat fragmentation, land-use and climate change. Biodiversity is represented by the MSA indicator, which indicates the level of ‘intactness’ or ‘naturalness’ of species communities in ecosystems.","Impact of biodiversity of various anthropogenic pressure: iinfrastructure, hunting, nitrogen deposition, habitat fragmentation, land-use and climate change. IT can also provide measures of the current state of biodiversity. Current state of biodiversity, track progress toward targets. Also it can analyse future development in global biodiversity by IMAGE model. This allows to represent water flows, carbon cycling and natural vegetation in relation to land use change, climate change and water stress. Allows to compared between differemt drivers. it can measure the footprint of a product or sector.It can be use to assess effects of policy response options like climate change mitigation. xamples of policies to be supported are the Millennium Development Goals, Socio-Economic Development Plans and National Biodiversity Action Plans. GLOBIO was also used ",GLOBIO uses spatialized data on various environmental drivers - and not field data on species -as input data. MSA value and the drivers are taken mainly from IMAGE model. ,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - models,,,ABMB emails,"1 As abundance-based measure, it can provide an early warning signal that can be acted upon. 2 easy interpretation of results. 3 The GLOBIO model is pressure-based, which enhances policy. 4 Moreover, the drivers of biodiversity loss can be attributed to different sectors and actors. 5 it is a model well know, and one of the indicators is included in the CBD-framework. 6 The MSA indicator, as a biodiversity intactness indicator, is part of the proposed set of biodiversity indicators that together provide a representative view on biodiversity loss and possibilities for recovery. 7 The GLOBIO knowledge base has been expanded in the last decade, and a number of peer-reviewed papers has been published  8 Indicator for Land, acquatic and marine biodiversity.","1 Do not provided a picture of specific species. 2 Several land-use types are missing in the GLOBIO model. 3 The databases underlying the dose-response relationships are freely available but not yet integrated in databases that are used for product comparisons in Life Cycle Assessments. 4 The GLOBIO model is mostly applied for global analyses, but results cannot easily be translated to national or even regional levels. To do that, modelling tools must be used that provide information on environmental pressures that reflect local developments. Also, local case-studies on MSA impacts would help to make application of GLIOBIO/MSA at local levels more relevant.","Easy to interpreted as relative to ""naturalness"" or ""intactness"" of biodiversity. ",Biodiversity,Modelled and primary,,,255,
256,ReCiPe,https://www.rivm.nl/en/life-cycle-assessment-lca/recipe,"Radboud University in Nijmegen, RIVM, NTNU Trondheim and PRé",,,,Flexible analysis platform,Trade; Sustainable business,,ReCiPe was primarily developed as a Life Cycle Impact Assessment (LCIA) methodology. The essential feature of ReCiPe is that it provides a long list of characterisation factors that express the relative contribution between an inventory result and an impact category. The inventory result is multiplied with such a characterisation factor. ReCiPe makes this calculation in two steps: there are characterisation factors that convert inventory results in midpoint indicators and there are factors that convert midpoint indicators into endpoints.  ,"It covers 6 categories: Greenhouse gas emissions, Air pollution, Water pollution, Water consumption, Waste disposal, Changes in ecosystem services associated with land use change. It also measures Human health by damage due to PM10 amd Ozone. It can measure current and future performance of biodiversity. It can help to assess hotspots and priorities, it is possible to compared between different products",ReCiPe is built on a number of environmental models,,,,,,,,,"Site, Regional level and Global. ",Not specified,,,,,,,,,,Julia spreadsheet - models,,,ABMB emails,"1 Developed as business decision support tool; it highlights the impacts of a specific decision directly without needing to consider scenarios. It expresses results as time integrated impacts. The full future impact of the addition of a kg of methane is represented in the result. 2 Broad range of coverage of environmental impact categories. 3 Can be linked directly to LCA databases and global economy models such as Exiobase. 4 Implemented in many LCA software, ready to use (no IP required, all information transparent and available).","1 Limited coverage of taxa. Mainly vascular plants and lower organisms are modelled. 2 Both the PDF metric and the Species.yr metric cannot differentiate between Red List and non-Red List species. 3 Although the coverage of impact pathway is broad, still several are missing, for instance ocean acidification, plastic soup, non-indigenous species damage to water bodies with trawling nets, hunting and gathering, erosion, etc. 4 Each cause and effect pathway has some individual weaknesses and points that need further improvement.",No information,Social (Human Health) and Biodiversity impact,Modelled data,,,256,
287,Co$ting Nature,http://www.policysupport.org/costingnature,"King's College London, AmbioTEK, UNEP-WCMC",,,,Flexible analysis platform,Trade; Natural capital / ecosystem services,Tool,"Co$ting Nature is a web based tool for natural capital accounting and analysing the ecosystem services provided by natural environments, identifying the beneficiaries of these services and assessing the impacts of human interventions. It is a testbed for the development and implementation of conservation strategies focused on sustaining and improving ecosystem services. It also focused on enabling the intended and unintended consequences of development actions on ecosystem service provision to be tested in silico before they are tested in vivo .",?,?,?,x,,,?,?,?,,Global,,,Governments; Industry; NGOs; Science and Research,Training and examples,"Basic level access free for non-commercial use; different commercial use licenses available;
Available for commercial use under license or written permission",?,?,?,n/a,,Encore Feb 2020,mark.mulligan@kcl.ac.uk,"Co$ting Nature is a web based tool for natural capital accounting and analysing the ecosystem services provided by natural environments, identifying the beneficiaries of these services and assessing the impacts of human interventions. It is a testbed for the development and implementation of conservation strategies focused on sustaining and improving ecosystem services. It also focused on enabling the intended and unintended consequences of development actions on ecosystem service provision to be tested in silico before they are tested in vivo .",,,,,,Secondary data (modelled or post-processed primary data),No specific biodiversity focus (focus: ecosystem services),Policy rather than Aimed at the financial sector,287,
259,Ecopath with Ecosim (EwE),https://ecopath.org/,Ecopath International Initiative,,,,Flexible analysis platform,Trade; Ocean,,"EwE is a free ecological/ecosystem modeling software suite. EwE has three main components: Ecopath – a static, mass-balanced snapshot of the system; Ecosim – a time dynamic simulation module for policy exploration; and Ecospace – a spatial and temporal dynamic module primarily designed for exploring impact and placement of protected areas. ",It measure impact of species in aquatic ecosystems. It measure the impact of Human activities and climate variability and change,,,,,,,,,,Global,Not relevant,,,,,,,,,,Julia spreadsheet - models,,,UNEP-WCMC,,,Free software,Biodiversity and Ecosystem services,,,,259,
261,Projecting Responses of Ecological Diversity In Changing Terrestrial Systems (PREDICTS),https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.2579,"Natural History Museum, UNEP-WCMC.",,,,Flexible analysis platform,Trade; Earth observation,,"PREDICTS will model how biodiversity responds to different anthropogenic pressures as a function not only of the intensity of environmental pressure, but also of species' ecological attributes. This will enable a more in-depth understanding of biodiversity loss, and allow more accurate projections that can inform conservation policy.","PREDICTS will model how biodiversity responds to different anthropogenic pressures as a function not only of the intensity of environmental pressure, but also of species' ecological attributes. PREDICTS will investigate biodiversity responses at both a global and local scale, including nation- and biome-specific responses. Current and future state of biodiversity performance", Data on local biodiversity at different levels of human pressure from published papers,,,,,,,,,"Depends on data available: Site, Regional, National.",Not specified,,,,,,,,,,Julia spreadsheet - models,,,UNEP-WCMC,"1 Broad taxonomic and geographic scope. 2 Reflecting community and ecosystem properties. 3 Transparent, peer-reviewed science",,Requires an expert to apply the model.,Biodiversity,Primary data,,,261,
262,Spatially Explicit Information on Production to Consumption Systems (SEI-PCS),https://www.sei.org/wp-content/uploads/2019/03/sei-2019-p2cs-summary-sei-pcs.pdf,Stockholm Environment Institute,,,,Model,Trade,,"SEI-PCS (for Spatially Explicit Information on Production to Consumption Systems) is a modeling approach developed at SEI.1 SEI-PCS allows for fine-scale subnational assessments of the origin of traded commodities and the socio-environmental impacts embedded in them, such as carbon emissions, local pollution or biodiversity loss. It recreates supply chains and attributes sustainability impacts to commodity flows and actors, using a combination of detailed production data at subnational scales, information on domestic trade flows, customs data and international trade flows between countries.",,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - models,,,UNEP-WCMC,,,,Social and Biodiversity,,,,262,
263,The Madingley Model. General Ecosystem Model (GEM),https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001841,"UNEP-WCMC, UCLK, Imperial College, University of Copenhagen, Cambridge University, Stockholm Resilence Centre, Radbound University, ZSL, Nereus Program, Northern Arizona University. ",,,,Flexible analysis platform,Trade; Earth observation,,"The Madingley model is a ‘next-generation’ model of ecosystems and biodiversity. It aims to help inform decision-makers about the impacts of their choices on biodiversity and ecosystem services, and on trajectories of biodiversity change under different scenarios of human development.. GEM focuses on the functioning of whole ecosystems, from plants to the largest heterotrophic organisms. The model encode fundamental ecological processes (e.g. feeding, movement, metabolism, mortality, reproduction) using mathematical functions to describe how organisms in an ecosystem interact with each other and respond to their environment.",Human pressures on ecosystem health,,,,,,,,,,Global,Not specified,,,,,,,,,,Julia spreadsheet - models,,,,,,Most ecological scientists with computational backgrounds will be able to interact with the model directly,Biodiversity,,,,263,
264,PRINCE,http://www.prince-project.se/,"KTH, Universiteit Leiden, TNO, SEI, NTNU, Statistiska centralbyran, Chalmers",,,,Data source,Trade,,The PRINCE project is developing a new framework for monitoring the environmental impacts linked to Swedish consumption – both inside and outside Sweden’s borders – using the latest modelling and statistical techniques. PRINCE – for Policy-Relevant Indicators for National Consumption and Environment – responds to a call from the Swedish Environmental Protection Agency (EPA) and the Swedish Agency for Marine and Water Management (SwAM) for a new monitoring framework that uses a sound and repeatable methodology includes indicators for a wide range of environmental pressures and that provides a sound basis for policy decisions.,"Biodiversity pressure linked to consumption in Sweden.  Domestic and external pressure. GHG, air pollutants and natural resources",Exiobase,,,,,,,,Sweden,National,Agriculture,,,,,,,,,,Julia spreadsheet - models,,,GRI,n/a,n/a,n/a,Biodiversity,Secondary data,,,264,
265,IOTA - SEI,https://www.sei.org/projects-and-tools/tools/iota/,Stockholm Environment Institute,Defra,,,Model,Trade,,"SEI’s Input-Output Trade Analysis (IOTA) model is an environmental footprinting tool that links physical data on commodity production in different countries with a detailed financial matrix that traces inter-industry buying and selling across the world.IOTA is a hybridised multi-regional input-output (MRIO) model. “Input-output” refers to the economic data underlying the MRIO model: both the inputs required by different economic sectors and the outputs that they produce, capturing all the activities of an economy at an aggregate level",,"Multi-regional input-output. Contextual information by producer country, including a water scarcity index, data from the IUCN Red List of Threatened Species, the Bird Life Index , IUCN Key Biodiversity Areas, Alliance for Zero Extinction Sites and WWF Ecoregion information. ",,,,,,,,,n/a,Cocoa; Coffee; Sugar; Soy; Palm oil; Rice,,,,,,,,,,Julia spreadsheet - models,,,GRI,n/a,n/a,n/a,Biodiversity,Primary and Secondary data,,,265,
267,Supply Chain Operations Reference model (SCOR),https://www.apics.org/apics-for-business/frameworks/scor,Association for Supply Chain Management,,,,Model,Trade; Sustainable business,,"The Supply Chain Operations Reference (SCOR) model links business processes, performance metrics, practices, and people skills into a unified structure. It is hierarchical in nature, interactive and interlinked.",,,,,,,,,,,,,,,,,,,,,,Julia spreadsheet - models,,,WP3,,,,,,,,267,
268,AI for Earth,https://www.microsoft.com/en-us/ai/ai-for-earth,Microsoft,OceanMind; Wild Me; SiliviaTerra; Ag-Analytics,,n/a,Data portal,Trade; Earth observation,Portal,"Cloud and AI tools to create sustainable solutions for agriculture, water, biodiversity and climate change",,,,,,,,,,,Global,Not relevant,,Science and Research,Yes,Available for commercial use or open access,,,x,n/a,,Encore Feb 2020,ai4egrants@microsoft.com,"AI for Earth provides open-source tools, models, infrastructure, data, and APIs to support sustainability and environmental science.",,,,,,,Ecosystems and species,Not specifically aimed at the finance sector ,268,
34,ArcGIS Living Atlas of the World,https://livingatlas.arcgis.com/en/ ,ESRI;ZSL;TNC;Conservation International;WWF;UK Natural History Museum;GBIF;Yale Map of Life;CSC Biodiversity;IIASA;NatureServe;GEO BON;University of Porto;Sustainable Development Solutions Network,ZSL;TNC;Conservation International;WWF;UK Natural History Museum;GBIF;Yale Map of Life;CSC Biodiversity;IIASA;NatureServe;GEO BON;University of Porto;Sustainable Development Solutions Network,,,Data source,Trade; Earth observation,Platform,"The ArcGIS Living Atlas of the World is the foremost collection of geographic information from around the globe. It includes maps, apps, and data layers to support your work.",X,X,/,/,,,,,,Global,Global,Not relevant,,,No,Available for commercial use or open access,,,X,,,Digital Ecosystem for the Planet; Encore Feb 2020,https://www.esri.com/en-us/contact#c=gb&t=0,"The ArcGIS Living Atlas of the World is the foremost collection of geographic information from around the globe. It includes maps, apps, and data layers to support your work.",,,,,,,Ecosystems and species,Not specifically aimed at the finance sector ,34,
275,Benefit Transfer Toolkit,https://my.usgs.gov/benefit-transfer/,USGS,n/a,,"Bureau of Land Management, the National Park Service, and the USGS Sustaining Environmental Capital Initiative. Development of the USGS Benefit ",Data portal,Trade,Portal or tool,"This toolkit compiles economic values estimates and other information on resources not priced in conventional markets. It includes nonmarket valuation databases, statistical forecasting models, and a recreation activities map for the US.",x,/,/,/,,,,,,USA,National,,,Governments,No,Unclear,x,/,/,n/a,,Encore Feb 2020,Unavailable,"This toolkit compiles economic values estimates and other information on resources not priced in conventional markets. It includes nonmarket valuation databases, statistical forecasting models, and a recreation activities map for the US.",,,,,,,Primary focus: ecosystem services; including species related services,"Natural capital valuations, rather than biodiversity data",275,
277,Biodiversity Indicator Partnership Dashboard,https://www.bipindicators.net/,NatureServe,"UNEP, UNEP-WCMC, BIP Secretariat, and 60+ partners",,"UN Environment Programme, the European Commission and the Swiss Federal Office for the Environment",Data portal,Trade,Platform,"The BIP Dashboard was designed to streamline national reporting to the CBD through flexible, scalable visualizations of indicators that can be visualized in graph or map form at multiple scales (from global to regional to national to sub-national) and easily downloaded for inclusion in reports. This platform is serving as the foundation for a new Post 2020 Target Tracker which will allow for continual, forward looking tracking of the Post 2020 Targets at global and national scales",x,/,X,/,,,unclear,unclear,unclear,,Global,,Monthly; ; Bi-annually,Governments; Industry; NGOs,Yes?,No use restrictions identified,x,?,/,Unclear,,Encore Feb 2020,info@bipindicators.net,"The BIP Dashboard was designed to streamline national reporting to the CBD through flexible, scalable visualizations of indicators that can be visualized in graph or map form at multiple scales (from global to regional to national to sub-national) and easily downloaded for inclusion in reports. This platform is serving as the foundation for a new Post 2020 Target Tracker which will allow for continual, forward looking tracking of the Post 2020 Targets at global and national scales",,,,,,,All biodiversity,Indicators but Not specifically aimed at the finance sector,277,
