tool_id,name,url,organisations,partners,developers,donors,typologies,keywords,descriptions,countries,spatial_scale,frequncies,users,contacts
1 TTI,ECOWAS ,https://www.eco-icbt.org/trade-data/,"Agricultural Market and Trade Department of the Permanent Interstate Committee for Drought Control in the Sahel (CILSS)
West African Association for Cross-Border Trade, in Agro-forestry-pastoral and Fisheries Products (WACTAF) ",Data portal,Corn/ Maize; Mango; Beef; Palm oil; Poultry; Sugar; Multiple,"AGRICTRADE will contribute to improving trade in agricultural, food and livestock production in Sahel and West Africa through provision of tools and market information necessary for promotion of trade in agricultural, food and livestock products in Sahel and West Africa and dissemination of information on instruments of regional trade policies and trade opportunities relating to the products, agricultural inputs and livestock. The expected outputs include: Disseminated information on markets cross-border trade flow and barriers to trade, increased networking and capacity of private and public market players, information about regional polices, instruments and tools on trade that will result in increased commercial transactions on staple foods and livestock in the Sahel and West Africa region.",West Africa,International,,,ssacko@ecowas.int
163 TTI,FLEGT Independent Market Monitor,https://stats.flegtimm.eu/,FLEGT Independent Market Monitor,Visualisation / dashboard; Data portal,Bamboo; Rattan,"This dashboard provides access to statistical data on EU imports of timber, paper and pulp from the 15 countries either supplying FLEGT licensed timber, or that are implementing or negotiating a FLEGT Voluntary Partnership Agreement with the EU. To facilitate market analysis, data is also provided on other countries which are leading suppliers of tropical timber into the EU.",EU,International,Monthly,Not specified,technical@flegtimm.eu
164 TTI,Global Timber,www.globaltimber.org.uk ,Global Timber,Data portal; Visualisation / dashboard,Palm oil; Bamboo; Rattan,"This website provides information (charts and commentary) about international trade in timber products. Its focus is on tropical timber, particularly that originating in Africa and East Asia",East Asia; Africa,International,Regularly,Not specified,info@globaltimber.org.uk
165 TTI,Global Trade Online Limited,www.gtodata.com ,Global Trade Online Limited,Data services,Multiple,Global import/export trade data and intelligence solutions,China ,Global,Not specified,Industry; Financial institutions,info@gtodata.com
166 TTI,Happily Trade EXIM ,https://www.happilytrade.com/global-trade-data/,Happily Trade Exim,Data services,Multiple,"Global Import and Export Data and Foreign Trade Data by Country. Trade data includes importers’ names, exporters’ names, descriptions of goods, HS Codes, quantities shipped, details of shippers, and consignee contact details. Active buyers & suppliers for products can be found, as well as current market trends",India,International,Regularly,Industry,info@happilytrade.com
168 TTI,International Cocoa Organization,www.icco.org,International Cocoa Organization,Statistics; Initiative/organisation,Cocoa,"The International Cocoa Organization (ICCO) is an inter-governmental organization established in 1973 under the auspices of the United Nations and operating within the framework of successive International Cocoa Agreements. Produces statistical information on production, grindings, trade, stocks and prices of cocoa beans and semi-finished products",South America; Europe; Africa,International,Daily; Monthly,Not specified,info@icco.org
169 TTI,"International Council of Hides, Skins and Leather Traders Association",www.ichslta.com ,"International Council of Hides, Skins and Leather Traders Association",Digital reports; Initiative/organisation,Other,"International body representing the interests of the hide, skins and leather trades of more than 30 countries. Founded in 1929 as a non-political organisation, its principal objective is the promotion, development and protection of the international trade in raw hides, skins and leathers.",Not specified,International,Ad hoc,Not specified,+ 33 1.43.59.89.43
170 TTI,International Coffee Organization,www.ico.org,International Coffee Organization,Statistics; Initiative/organisation,Coffee,"The International Coffee Organization (ICO) is the main intergovernmental organization for coffee, bringing together exporting and importing Governments to tackle the challenges facing the world coffee sector through international cooperation. Its Member Governments represent 98% of world coffee production and 67% of world consumption.",Africa; European Union; South America,International,Monthly,Governments ,web@ico.org
171 TTI,IndiastatAgri,www.indiaagristat.com ,Datanet India,Statistics,Agriculture; Rubber; Sugar; Coffee; Cotton; Soybean,"IndiastatAgri is owned by Datanet India. Datanet collects, collates and compiles data in an easily accessible form, and makes it available online. Information includes socio-economic statistical data about India, its various sectors, regions, states and districts. IndiastatAgri is a gateway to data related to the agricultural sector in India ",India,National,Monthly,Not specified,
172 TTI,International Trade Centre (ITC),www.intracen.org ,UNCTAD; WTO,Data portal; Visualisation / dashboard; Statistics,Multiple,"ITC is the joint agency of the World Trade Organization and the United Nations, it is dedicated to supporting the internationalisation of SMEs. Its joint mandate combines a focus on expanding trade opportunities with the aim of fostering sustainable development. Free Market Analysis Tools and online tools: Trade Map, Market Access Map, Investment Map, Trade Competitiveness Map, Export Potential Map, Procurement Map and Sustainability Map. The tools enable companies and trade-support institutions to identify export and import opportunities and compare market-access requirements, and they help policymakers monitor national trade performance and prepare for trade negotiations.",Global,International,Monthly,Industry,ITCNewYork@intracen.org
173 TTI,International Sugar Organization,http://www.isosugar.org/publications/5/statistical-bulletin,International Sugar Organisation,Statistics; Initiative/organisation; Digital reports,Sugar,"Intergovernmental body aiming to improve conditions on the world's sugar market through debate, analysis, special studies, transparent statistics, seminars, conferences and workshops. The Statistical Bulletin provides around 85 pages with approximately 160 tables, giving comprehensive monthly figures for both raw & white sugar trade as well as production & consumption. This is released around the fifth day of each month. The ISO is also tackling issues like sugar and health, sugar and the environment, fortification of sugar with Vitamin A, Organic Sugar and the promotion of sugar. ",Global,International,Monthly,Not specified,info@isosugar.org
174 TTI,International Tropical Timber Organization,https://www.itto.int/,International Tropical Timber Organization,Statistics; Digital reports,Bamboo,"ITTO reports the production and the trade of primary wood products. Historical data can found from 1990. Data is collected through the Joint Forest Sector Questionnaire in partnership with Eurostat, the FAO Forestry Department, and the UNECE Timber Section. The data is also published and analyzed along with coverage of trade flows, species trade, price trends, secondary processed wood products (SPWP) and other trends in the tropical timber sector in the Biennal Review and Assessment of the World Timber Situation. ",Global,International,Bi-annually,Not specified,-1297
175 TTI,"Republic of Kenya Ministry of Agriculture, Livestock and Fisheries",https://kilimo.go.ke/,"Republic of Kenya Ministry of Agriculture, Livestock and Fisheries",Data source; Digital reports,Agriculture; Corn/ Maize; Beef,"The Ministry's core function includes collecting, maintaining and managing information on agricultural sector",Kenya,National,Not specified,Not specified,info@kilimo.go.ke
177 TTI,Lloyds Bank International Trade Portal,www.lloydsbanktrade.com ,Lloyds Bank,Visualisation / dashboard; Data portal,Multiple,Information portal. The International Trade Platform provides databases with commodity trade information and prices. The site provides practical support for chosen markets,United Kingdom,International,Not specified,Industry,
178 TTI,LMC International,www.lmc.co.uk ,LMC International Ltd,Data services,Sugar; Agriculture; Coffee; Beef; Poultry; Multiple; Rubber; Cocoa; Soybean; Palm oil,"Economic consulting firm specialising in global agricultural commodity and agribusiness sectors. Work across multiple products and across the full value chain to provide industry with market data, analysis and insight to help businesses make better decisions. Focusses on prices, supply, demand, trade, policy and performance benchmarking ",Not specified,International,Not specified,Industry; Media; Governments; Financial institutions,info@lmc.co.uk
179 TTI,Export Genius Mexico Importer,www.mexicoimporter.com ,Export Genius,Database; Data services,Multiple,Market research platform for global businesses to track and analyse the import-export activities of Mexico. Provides import and export data of Mexico along with customs details.,Mexico,International,Not specified,Media; Industry; Science and Research; Financial institutions,info@exportgenius.in
180 TTI,New Zealand Foreign Affairs and Trade Trade Statistics and Economic Research Division,https://www.mfat.govt.nz/en/trade/trade-statistics-and-economic-research/,New Zealand Foreign Affairs and Trade,Statistics; Digital reports,Multiple,"Research and data analysis around trade and international economic issues and how these affect New Zealand. Guidance on statistical analyses on New Zealand’s merchandise trade, services trade and investment flows. Briefings on the New Zealand economy and global economic issues. Works with Statistics New Zealand on trade data.",New Zealand,International,Monthly,Not specified, +64 4 439 8000
181 TTI,Meat and Livestock Australia,www.mla.com.au ,Meat and Livestock Australia Ltd,Statistics; Data portal; Digital reports; Visualisation / dashboard,Beef,"MLA’s Statistics Database has information on livestock pricing, production and trade from Australia and around the world",Australia,International,Weekly,Industry; Governments; Science and Research ,info@mla.com.au
182 TTI,Tanzania CountrySTAT,http://tanzania.countrystat.org/home/en/,Tanzania National Bureau of Statistics,Data portal; Visualisation / dashboard,Multiple,"CountrySTAT is a collection of software tools, methods, and standards to facilitate the acquisition, management, and analysis of large, diversified and distributed sets of data. It supports multiple-sourced data integration and harmonization according to international standards and contributes to improving data quality and reliability. Through national and regional CountrySTAT projects, FAO forms partnerships with statistical offices and the Ministries of Agriculture, Fisheries and Forestry among others to introduce the system and build the national capacity to dissemination internationally comparable official statistics. In each country, the National CountrySTAT Secretariat collaborates with the National Technical Working Group to ensure consensus on the official data to be uploaded and to make this data available to users in a timely manner with metadata to support its reliability",Tanzania,National,Ad hoc,Not specified,
183 TTI,National Coffee Association USA,www.ncausa.org ,National Coffee Association USA,Initiative/organisation; Digital reports; Data services,Coffee,Private company. Includes the U.S. Amazon Coffee Category Brand Scoreboard from Hinge Global data dashboard. Provides sales data,United States of America,International,Regularly,Industry,212 766-4007
184 TTI,NCB Data,www.ncbdata.com ,NCB INFO HK CO. LIMITED,Data services,Multiple,"Trade intelligence database integrating over 8,000,000 entries every month from 33 importing and exporting countries. Buyer's shipping data including purchase price, purchase volume, cycle, supply chain and other records. The system classifies trade records by Search Engine and Data Analysis Technique to create various reports and charts according to requirements",China ,International,Monthly,Industry; Financial institutions,sales@ncbdata.com
185 TTI,UK Regions Imports and Exports of Goods by Country and World Region,https://uktradeingoodsmap.nisra.gov.uk/?reporter=NI&partner&commodity&year=2019,Northern Ireland Statistics and Research Agency,Visualisation / dashboard,Multiple,"Tool to explore official trade in goods data from HM Revenue & Customs (HMRC) using data from HMRC Regional Trade Statistics (RTS) of the trade in goods between the regions of the United Kingdom and the rest of the world. The tool was developed by NISRA - Northern Ireland Statistics and Research Agency, based on the existing UN Comtrade tool developed by DIT (Department for International Trade) and BEIS (Department for Business, Energy and Industrial Strategy).",Global,Global ,Not specified,Not specified,
186 TTI,Oil World,https://www.oilworld.biz/t/statistics/commodities,Oil World (ISTA Mielke GmbH),Statistics; Data services; Digital reports,Palm oil; Soybean,"Information for the world‘s oilseed, oil, fat and feed industries, trade, organisations, banks and government agencies in more than 100 countries with forecasts, analyses, facts, figures, prices and opinion",Global,International,Regularly,Not specified,info@oilworld.de
187 TTI,UK Office for National Statistics,www.ons.gov.uk ,Office for National Statistics,Data source; Statistics; Digital reports,Multiple,"Producer of official statistics, responsible for collecting and publishing statistics related to the economy, population and society at national, regional and local levels. Provides import and export data",United Kingdom,National,Monthly,Not specified,sharedcustomercontactcentre@ons.gov.uk
188 TTI,Palm Oil Analytics,www.palmoilanalytics.com ,Palm Oil Analytics,Data services; Digital reports,Palm oil; Soybean,"Online publisher of palm oil market news, price, data and analytics. Offers reporting and insight on palm oil and related products to the global market. Daily market reports include information on prices, trade, market trends, emerging opportunities, investment and analytics. The Palm Price Tracker and Palm Data Tracker provide a comprehensive database",South East Asia,International,Daily,Not specified,
189 TTI,Philippines Trade Data,www.philippinestradedata.com ,Export Genius,Data services; Statistics,Multiple,"Private company. Searchable platform for Philippines import-export data based on shipping bills, import bills, invoices and other documents. Primary information source is the Filipino Customs for trade data, as well as other major sources such as Shipping & Logistics Companies, Port Authorities, Trade Associations and Government Bodies",Philippines,International,Daily,Financial institutions; NGOs; Industry; Media,info@exportgenius.in
190 TTI,Refinitiv,www.refinitiv.com ,London Stock Exchange Group,Data services,Multiple,"Information, insights and technology for global financial markets",Global,Global ,Not specified,Financial institutions,
191 TTI,Russia Exim,www.russiaexim.com ,Export Genius,Data services; Statistics,Multiple,"Market research company: part of Export Genius. Russian import and export data along with research reports on Russian trade, including Russian importers and exporters details.",Russia,International,Not specified,Industry,info@exportgenius.in
192 TTI,China Africa Research Initiative,www.sais-cari.org ,Johns Hopkins School of Advanced International Studies,Data portal; Initiative/organisation; Digital reports,Multiple,"Promoting research, conducting evidence-based analysis, fostering collaboration, and training future leaders to better understand the economic and political dimensions of China-Africa relations and their implications for human security and global development. SAIS-CARI collates data on China-Africa FDI, trade, contracts, agricultural investment, foreign aid, and Chinese workers in Africa.",China; Africa,International,Not specified,Not specified,sais-cari@jhu.edu
193 TTI,Seair Exim Solutions,www.seair.co.in ,Seair Exim Solutions,Data services,Multiple,Seair Exim Solutions aims to help businesses enhance their international business by providing import-export data sets for 80+ countries. Trade data includes recent market updates,India; United States of America,International,Regularly,Industry; Financial institutions,info@seair.co.in
194 TTI,Foreign Trade Information Service,www.sice.oas.org ,SICE,Data portal,Multiple,"SICE provides access to information on trade policy in the Americas including: full texts of trade agreements in force, new and ongoing trade policy developments, national trade-related legislation, and links to international, regional and national sources ",United States of America; South America; North America,International,Regularly,Not specified,
195 TTI,Statista,www.statista.com ,Statista,Data services,Multiple,Provider of market and consumer data,Global,Global,Not specified,Not specified,eu.support@statista.com
197 TTI,New Zealand International Trade ,https://statisticsnz.shinyapps.io/trade_dashboard/,Stats NZ,Visualisation / dashboard; Data portal,Multiple,This dashboard is developed and maintained by Stats NZ. Goods values are compiled using international merchandise trade statistics concepts. Goods exports are compiled on a free on board basis and goods imports are compiled on a value for duty basis,New Zealand,International,Regularly,Not specified,
198 TTI,Sucden,www.sucden.com ,Sucden,Data services; Visualisation / dashboard,Sugar; Coffee; Cocoa,"Soft commodities, connecting supply and demand throughout the value chain from farming, sourcing and processing to trading and delivery. Support services for clients and partners include research, financial and risk management solutions, logistics, distribution and merchandising.",Global,International,Not specified,Industry,sucden@sucden.com
199 TTI,The Coffee Guide,www.thecoffeeguide.org ,International Trade Centre,Digital reports,Coffee,"The ITC’s Coffee Exporter’s Guide provides a detailed overview of the world coffee trade and advice on marketing, certification, contracts, logistics, insurance, arbitration, futures markets, hedging, trade credits, risk management, quality control, e-commerce, and more",Global,International,Not specified,Not specified,ITCNewYork@intracen.org
200 TTI,The Global Economy,www.theglobaleconomy.com ,The Global Economy,Visualisation / dashboard; Data portal,Multiple,"Economic data including on GDP, inflation, credit, interest rates, employment, and many other indicators. The data series are updated continuously based on the release dates of individual countries. Indicators from multiple official sources such as the World Bank, the International Monetary Fund, the United Nations, and the World Economic Forum.",Global,International,Regularly,Science and Research; Industry; Financial institutions; Investors/Philanthropy,neven.valev@theglobaleconomy.com
201 TTI,Hong Kong Trade and Industry Department,https://www.tid.gov.hk/english/aboutus/publications/tradestat/tradestat_maincontent.html,The Government of Hong Kong Special Administrative Region Trade and Industry Department,Statistics,Multiple,Statistics for Hong Kong's merchandise trade,Hong Kong,Regional ,Not specified,Not specified,enquiry@tid.gov.hk
202 TTI,Timber Trade Portal,www.timbertradeportal.com ,Association Technique Internationale des Bois Tropicaux (ATIBT); Form International,Initiative/organisation; Digital reports; Statistics,Bamboo; Rattan,"Web portal on legal timber trade, due diligence, country requirements and export. Serves as a central information point, with country profiles on both timber industry and legislation of producer countries, mainly located in tropical Africa, Asia and Latin America. All published profiles have undergone expert review",Asia; South America; Africa,International,Not specified,Industry,
203 TTI,International Trade Administration,www.trade.gov,US Department of Commerce,Data portal; Digital reports; Visualisation / dashboard,Multiple,"ITA publishes a variety of statistics, export and trade data, and research. ITA’s Exporter Database presents annual data on the characteristics of U.S. merchandise exporters. Users can track companies by export product, destination, number of employees and location",United States of America,International,Not specified,General public,
205 TTI,TradeData International,www.tradedata.net ,TradeData International,Data services; Visualisation / dashboard,Multiple,"Private company. The principal objective of TradeData is to access the most detailed trade information possible from around the world and to analyse this information to enable clients to make better business decisions. The mainstay of the TradeData business is the supply of trade information mostly to manufacturing or similar companies. A typical TradeData file will analyse : What is the correct HS Classification code for a product and how has this changed over time; Trade volumes, values, prices, growth and decline;
Major supply countries for imports and major destination countries for exports; Market Segments – both price and volume segments; Port Details – where these are available; and Analysis of Volatility, possible data errors and how to correct them",Global,International,Not specified,Industry,
207 TTI,Trade Map,www.trademap.org ,International Trade Centre,Visualisation / dashboard,Multiple,"Trade Map provides indicators on export performance, international demand, alternative markets and competitive markets, as well as a directory of importing and exporting companies. These are in the form of tables, graphs and maps. Trade Map covers 220 countries and territories and 5300 products of the Harmonized System. The monthly, quarterly and yearly trade flows are available from the most aggregated level to the tariff line level ",Global,International,Monthly,Not specified,marketanalysis@intracen.org
208 TTI,Trade Law Centre (TRALAC),www.tralac.org ,Tralac Trade Law Centre,Initiative/organisation; Digital reports,Agriculture; Multiple,"tralac is a non-profit organisation building trade-related capacity in east and southern Africa. Aims to assist countries in the region to produce tradables competitively, enhance their trade performance and ensure trade contributes to development within a rules-based system of international trade governance. Tralac maintains a collection of regional and national trade-related resources including copies of the texts and annexes of regional and bilateral trade agreements, copies of various regional protocols, memoranda of understanding and tariff offers, and copies of national legislation and trade-related policy documents.",Africa,International,Daily,Not specified,info@tralac.org
209 TTI,UK Trade Info,www.uktradeinfo.com ,"HM Revenue and Customs, UK Govt",Data source; Statistics,Multiple,"Data on imports, exports, commodities and traders",United Kingdom,International,Regularly,Not specified,uktradeinfo@hmrc.gov.uk
211 TTI,Urner Barry,www.urnerbarry.com,AgriBriefing,Data services ,Multiple; Beef; Poultry; Agriculture; Soybean,"Urner Barry is a provider of actionable intelligence to stakeholders in the poultry, egg, meat, seafood, plant protein and related segments of the food industry. Provides price history, in-depth analysis of key market drivers, import and export trade data, global news, forecasting and bespoke consultancy services",Global,International,Daily,Governments; Industry; Financial institutions; Investors/Philanthropy ,help@urnerbarry.com
212 TTI,US Trade Numbers,www.ustradenumbers.com ,WorldCity Inc,Data services,Multiple,"Datasets from the latest U.S. Census Bureau data. Covering more than 200 nations; over 400 airports, seaports and border crossings; and more than 900 export and 900 import commodities.",United States of America ,International,Regularly,Industry,info@ustradenumbers.com
213 TTI,Vietnam Trades,www.vietnamtrades.com ,Vietnam Trades,Database; Data services,Multiple,"Market research source for Vietnam import export data with customs-based shipment details. Clients include – importers, exporters, manufacturers, wholesalers, market research agencies, logistics companies, financial institutions, sales & marketing teams, media groups, NGOs and other businesses.",Vietnam,International,Daily,Industry; Media; NGOs; Financial institutions; ,info@exportgenius.in
215 TTI,Volza,www.volza.com ,Volza,Data services; Visualisation / dashboard; Flexible analysis platform,Multiple,"Dashboards to discover buyers and suppliers, monitor competition, prices, and quantity based on shipment records with bills of entry and shipping bills for over 78 countries",Global,International,Regularly,Industry; Financial institutions,sales@volza.com
217 TTI,Allegra World Coffee Portal,www.worldcoffeeportal.com ,World Coffee Portal,Digital reports; Data services,Coffee,"Analysis of the global coffee market and specialist information platform built for the coffee industry. Provides sector-by-sector research, data, market reports and consultancy to help businesses make informed decisions and develop market strategies",Global,Global,Regularly,Industry,info@worldcoffeeportal.com
218 TTI,Worlds Top Exports,www.worldstopexports.com ,Worlds Top Exports,Statistics; Digital reports,Multiple,Portal designed to share key business metrics and insights. Articles monitoring global trade in products and services by country.,Global,International,Regularly,Not specified,researchrequests@worldstopexports.com
219 TTI,Xportmine,www.xportmine.com ,Xportmine,Visualisation / dashboard; Data services,Multiple,Xportmine tracks trade activity across the globe to provide shipping histories of buyers and suppliers and nvolved in imports and exports,Global,International,Regularly,Industry,hello@xportmine.com
220 TTI,Law Enforcement Management Information System (LEMIS) ,https://zenodo.org/record/3565869#.XzZ5cNOWxPZ,Ecohealth Alliance; United States Fish and Wildlife Service,Data source; Digital reports,Wildlife; Wild meat,"United States Fish and Wildlife Service (USFWS) Law Enforcement Management Information System (LEMIS) data on wildlife and wildlife product imports into the United States. This data was obtained via Freedom of Information Act (FOIA) requests by EcoHealth Alliance. Data were curated, cleaned, and made accessible via an R package interface.",United States of America ,National,Not updated,Science and Research,
4,GFCC Competitiveness Decoder ,http://decoder.thegfcc.org,Global Federation of Competitiveness Councils (GFCC),Flexible analysis platform; Data services,Multiple,"Data-based tool developed to visualize the key drivers of national competitiveness: the long-term growth of living standards through improvements in productivity. Explore raw data and visually identify trends. The competitiveness metrics dataset includes 131 metrics related to national competitiveness, organized in 8 dimensions. It covers 101 countries over 35 years",Global,International,Not specified,Industry,
5,GED VIZ,http://viz.ged-project.de,Global Economic Dynamics ,Decision-support tool,Multiple,Platform mapping trade flow and migration. GED VIZ allows the user to create and share visualizations of global economic relations,Global,International,Not updated,Science and Research,
322,Global Forest Watch,https://www.globalforestwatch.org/,World Resources Institute,Visualisation / dashboard; Data portal; Decision-support tool,Multiple; Beef; Soybean; Palm oil; Avocado; Cocoa,Online platform providing data and tools for monitoring forests. Near real-time information about where and how forests are changing around the world. Provides multiple analysis tools,Global,Global,Regularly,,Kaitlyn.Thayer@wri.org
7,Hanse ,http://hanse.biz,Hanse Analytics,Data services,Multiple,"Hanse is a data analytics software tool for businesses to identify critical and timely international trade relationships to help them pursue new market opportunities. Provides a monthly or annual subscription to allow the user to access regularly updated data from UN COMTRADE for the last 10 years, make unlimited queries, download charts and records, and more.",Global,Global,Monthly,Industry,
9,NAFTA Trade Flows ,https://blogs.thomsonreuters.com/wp-content/interactives/nafta-timelines-071717-2/,Thomson Reuters Labs,Visualisation / dashboard,Multiple,"Interactive visualisation showing trade data on NAFTA countries, available from 1990 to 2016. Trade data is sourced from the United Nations Comtrade Database",United States of America; Mexico; Canada,International,Not updated,Not specified,
10,NAICS (North American Industry Classification System) Related Party Time Series Data,https://www.census.gov/foreign-trade/Press-Release/related_party/index.html,U.S Department of Commerce,Data source; Digital reports,Multiple,Import and export value of countries who carry out trade with North America,United States of America ,International,Annually,Not specified,eid.international.trade.data@census.gov
11,OECD.Stat ,http://stats.oecd.org/,OECD,Data portal,Multiple; Agriculture,"Platform with data related to economic development and indicators, such as prices and purchasing power parities, finance, and international trade and balance of payment.",Global,International,Monthly,Not specified,stat.contact@oecd.org
15,Species+ ,https://www.speciesplus.net/,UNEP-WCMC; CITES Secretariat,Database; Data portal ,Wildlife,"Species+, developed by UNEP-WCMC and the CITES Secretariat, is a website designed to assist Parties with implementing CITES, CMS and other multilateral environmental agreements (MEAs). Species+ provides a centralised portal for accessing key information on species of global concern. In particular, Species+ contains information on all species that are listed in the Appendices of CITES and CMS, as well as other CMS Family listings and species included in the Annexes to the EU Wildlife Trade Regulations.",Global,Global,Regularly,Not specified,species@unep-wcmc.org
18,Atlas of Economic Complexity ,http://atlas.cid.harvard.edu,Center for International Development at Harvard University,Visualisation / dashboard; Data portal,Multiple; Agriculture,"The Atlas of Economic Complexity is a data visualization tool that allows people to explore global trade flows across markets, track these dynamics over time and discover new growth opportunities for every country. The Atlas contains trade data for 250 countries and territories, classified into 20 categories of goods and 5 categories of services. Combined, this results in coverage of over 6000 products worldwide. The raw trade data on goods are derived from countries’ reporting to the United Nations Statistical Division (COMTRADE). The trade data on services are from the International Monetary Fund (IMF) Direction of Trade Statistics database, via the World Development Indicators.",Global,Global,Annually,Not specified,cidatlas@hks.harvard.edu
19,Globe of Economic Complexity ,http://globe.cid.harvard.edu,Center for International Development at Harvard University,Visualisation / dashboard; Statistics,Multiple,"The Globe of Economic Complexity dynamically maps out the entire world production of goods to create an economic landscape of countries around the globe, through visualising the economies of each country via the products they export. The Globe is built upon The Atlas of Economic Complexity",Global,Global,Not specified,Not specified,atlas.cid.harvard@gmail.com
20,Observatory of Economic Complexity ,http://oec.world,Datawheel,Visualisation / dashboard; Data portal; Data services,Multiple,"The Observatory of Economic Complexity (OEC) is an online data visualization and distribution platform focused on the geography and dynamics of economic activities. The OEC integrates and distributes data from a variety of sources to empower analysts in the private sector, public sector, and academia.",Global,Global,Monthly,Not specified,support@oec.world
24,TrendEconomy ,https://trendeconomy.com,TrendEconomy,Data portal; Visualisation / dashboard,Multiple,"TrendEconomy is a data warehouse containing time series from various national and global sources from around the world. Provides access to relevant and regularly updated materials with economic statistics by country, market and industry type. TrendEconomy is also a platform for visualization and analysis. ",Global,International,Regularly,Not specified,info@trendeconomy.com
25,UN Comtrade Database,http://comtrade.un.org,UN Statistics Division,Data portal; Visualisation / dashboard,Multiple,"Global trade database consisting of global and national trade data, which can be visualised or downloaded. Free access to detailed global trade data. UN Comtrade is a repository of official international trade statistics and relevant analytical tables. All data is accessible through API. Comtrade Labs is a place to showcase innovative and experimental uses of UN Comtrade data. Explore visualisations of large volumes of data and metadata, data extraction tools, and alternative dissemination platforms.",Global,Global,Daily,Not specified,comtrade@un.org
28,UN Data ,http://data.un.org,UN Statistics Division,Data portal,Multiple,"UNdata is a web-based data service for the global user community. It brings international statistical databases within easy reach of users through a single-entry point. Users can search and download a variety of statistical resources compiled by the United Nations (UN) statistical system and other international agencies. The numerous databases or tables collectively known as ""datamarts"" contain over 60 million data points and cover a wide range of statistical themes including agriculture, environment,  transport and trade.",Global,Global,Regularly,General public; Governments,statistics@un.org
196,Agroideal,https://agroideal.org/en/,The Nature Conservancy,Flexible analysis platform,Soybean; Beef,"Initiative in the soy and beef sectors, in which companies, NGOs, banks and research institutions have joined to develop a free online territorial intelligence decision making support system. The system helps assess risks associated with the expansion of cropland areas, searching for regions of high economic benefit and productivity, coupled with a low socio-environmental impact. System offers access to information that encourages the sectors to use previously disturbed areas for production expansion. Agroideal is a tool designed so all stakeholders including researchers, sector managers and the whole community can acquire knowledge of their territory and promote its sustainable development",Brazil; Argentina,International,Regularly,Governments; NGOs; Financial institutions; Industry; Science and Research; Investors/Philanthropy,
198,Bonsucro,https://bonsucro.com/,Bonsucro,Initiative/organisation,Sugar,"Bonsucro is a global, multi-stakeholder, non-profit organisation that exists to promote sustainable sugarcane production, processing and trade around the world. Bonsucro supports a community of over 500 members in over 40 countries, from all elements of the sugarcane supply chain, including farmers, millers, traders, buyers and support organisations",Global,International,Regularly,Industry,Tel: +44 (0)20 3735 8515
199,Earth Time,https://earthtime.org/,Carnegie Mellon University Create Lab,Visualisation / dashboard,Multiple,"EarthTime enables users to interact with visualizations of the Earth's transformation over time. Combining huge data sets with images captured by NASA satellites between 1984 and 2016, EarthTime shows patterns of natural change and human impact",Global,Global,Regularly,Not specified,
201,Global Forest Watch Pro,https://pro.globalforestwatch.org/,World Resources Institute  ,Flexible analysis platform,Other ,"Global Forest Watch Pro (GFW Pro) is a management application to support reducing deforestation in commodity supply chains. GFW Pro delivers critical decision-making analysis at the property, supply shed and portfolio levels. The platform empowers users, from commodity field officers to financial Chief Risk Officers, to manage and monitor changes in deforestation risk. The application is built upon data from the Global Forest Watch Partnership and World Resources Institute’s scientific research",Global,Global,Regularly,Industry; Financial institutions,Kaitlyn.Thayer@wri.org
204,IDH the Sustainable Trade Initiative,https://www.idhsustainabletrade.com/impact/mitigation-of-deforestation/,IDH,Initiative/organisation; Digital reports,Cocoa; Palm oil; Soybean; Coffee; Cotton,"IDH brings together the sourcing commitments of companies, the jurisdictional power of governments, and the knowledge and networks of local Civil Society Organizations (CSOs) to develop strategies which encourage forest protection in supply chains. Aim is to reduce encroachment on new forest areas and forest degradation.",Indonesia; Brazil; Cote d'Ivoire; Liberia; Ethiopia; Kenya,International,Regularly,Not specified,office@idhtrade.org
205,IKnowFood,https://iknowfood.org/about-us/,"University of York, the Universities of Liverpool, Manchester",Flexible analysis platform,,Interdisciplinary multi-stakeholder approach to developing a unifying understanding of ‘food system resilience’ using tools and methods to integrate the knowledge and perspectives of hitherto disparate food system actors.,United Kingdom,National,,,
207,Innovative Farmers,https://www.innovativefarmers.org/about/,Waitrose Duchy Organic,Initiative/organisation,Agriculture; Multiple,"Through the network, groups of farmers can work directly with a researcher to design ‘field labs': on-farm trials that can be set up quickly and are highly practical. The group decides on the topic and the researcher helps design a trial. Field labs can be on any issue that makes farm businesses more sustainable and resilient. There are currently over 50 field labs on topics including herbal leys, potato blight and mineral deficiencies in calves",United Kingdom,National,Regularly,Industry,press@soilassociation.org
209,Life Cycle Initiative,https://www.lifecycleinitiative.org/about/about-lci/,UN Environment Programme,Initiative/organisation; Data portal; Digital reports,Multiple,"The Life Cycle Initiative is a public-private, multi-stakeholder partnership enabling the global use of credible life cycle knowledge by private and public decision makers. It provides a global forum to ensure a science-based, consensus-building process to support decisions and policies towards the shared vision of sustainability as a public good. It delivers authoritative opinion on sound tools and approaches by engaging its multi-stakeholder partnerships (including governments, businesses, scientific and civil society organizations). Includes the GLAD data search system",Global,International,Regularly,Not specified,info@lifecycleinitiative.org
